leading_item_id,following_item_id,value
JBVHSUWY,ATLDMDBO,37498930
EVBVXETX,FWUCPMMW,2839
EVBVXETX,AXULOHBQ,69143
PYZMVUWD,APQGTRMF,7401
BTMOEMEP,AXULOHBQ,70502
APQGTRMF,DBWLZWNK,121760
OGAFEHLU,VBYCLTYZ,377453
BSRMSVTC,XIPPENFQ,77968
WBLJNPZQ,OXKURKXR,95830
BTMOEMEP,OXKURKXR,96376
ROACSLMG,AXULOHBQ,66136
RAWUKQMJ,LUENUFGA,3478886
DEWLVASR,RJGPVEXX,568505
UXSPKBJR,AXULOHBQ,70634
KEUWZRKO,FQCLOEXA,1829397
GYHKIVQT,LUENUFGA,3500605
VBYCLTYZ,RJGPVEXX,601226
ZGJXVMNI,ZKENOUDA,317917
SUOYXCHP,PYZMVUWD,1149
PYZMVUWD,QRKRBYJL,2303091
RCBZUSIM,QVLMOEYE,1013870
NZKBIBNU,ZXERAXWP,11249
SUOYXCHP,DNMPSKTB,5002610
ZKENOUDA,FDXPMYGF,3361
WQMVCOEM,FRHNWLNI,898661
QVLMOEYE,BTMOEMEP,9741420
KEUWZRKO,KAGJCHMR,2075
HCDTGMST,LPHPPJUG,1249288
WBLJNPZQ,JPBRUTWP,5500485
PYZMVUWD,SDWAYPIK,5384535
DEWLVASR,ELQGMQWE,479015
RCBZUSIM,EVBVXETX,5198834
RAWUKQMJ,QRKRBYJL,2276006
XUOIQPFL,PYZMVUWD,1171
ZKENOUDA,ELQGMQWE,485705
OGAFEHLU,VWMBASNE,106220
OXKURKXR,SNHYOVBM,330908
NZKBIBNU,KEUWZRKO,303365
FTSVTTSR,ZXERAXWP,12963
WPQXWHYO,FITUEHWN,65190
UIFPPCLR,DBWLZWNK,126380
KAGJCHMR,RJGPVEXX,580212
AANGBULD,VMAQSTJE,21238
EVBVXETX,ATLDMDBO,38436415
ELQGMQWE,RJCAXSGH,4764514
VWMBASNE,BJALXPFS,139048
WPQXWHYO,AANGBULD,305391
DNMPSKTB,OKMBFVKS,1837584
BSRMSVTC,VMAQSTJE,20168
KEUWZRKO,XIPPENFQ,75551
XIPPENFQ,AANGBULD,301896
OXKURKXR,AXULOHBQ,71559
JBVHSUWY,DBWLZWNK,126941
VBYCLTYZ,OKMBFVKS,1862275
APQGTRMF,GYHKIVQT,17797404
UGEQLMXM,BEZYMBBT,3298464
SUOYXCHP,FRHNWLNI,861310
ZKENOUDA,LPHPPJUG,1232568
GKQIJYDH,EVBVXETX,5220326
WPQXWHYO,AXULOHBQ,66860
FQCLOEXA,UQYUIVVR,4690187
KEUWZRKO,RJGPVEXX,560067
LRVGFDFM,BSRMSVTC,186878
FTSVTTSR,RCBZUSIM,10051
SAHWCZNH,LUENUFGA,3507998
MBSBZBXA,ZKENOUDA,304079
UXSPKBJR,HCDTGMST,14462
ATLDMDBO,PYZMVUWD,1114
RJGPVEXX,NZKBIBNU,206272
EVBVXETX,BSRMSVTC,189761
APQGTRMF,AXULOHBQ,69583
FITUEHWN,PYZMVUWD,1149
LRVGFDFM,SDWAYPIK,5228430
LPHPPJUG,KJNSOAHR,10576285
