leading_item_id,following_item_id,value
XUOIQPFL,QVLMOEYE,1055655
FDXPMYGF,LUENUFGA,3425046
XUOIQPFL,SDWAYPIK,5247580
DNMPSKTB,QVLMOEYE,1054401
DNMPSKTB,ATLDMDBO,35212736
SDWAYPIK,XUOIQPFL,2485295
UGEQLMXM,VWMBASNE,116236
RUVXNNVA,ZXERAXWP,18891
FWUCPMMW,LLHREMKS,35101
MIRCVAMV,LTOYKIML,321152
VUAFAIYJ,LSOIUSXD,94673
VWMBASNE,CCLHWFWF,10590336
ZKENOUDA,DEWLVASR,291041
NAQIHUKZ,GKQIJYDH,4458510
BLANHGYY,WPQXWHYO,9855171
ELQGMQWE,FQCLOEXA,1638672
JPBRUTWP,GYHKIVQT,16865801
BTMOEMEP,ATLDMDBO,35269995
IGDVVKUD,AXULOHBQ,85901
DNMPSKTB,SDWAYPIK,5235636
ATLDMDBO,ANWUJOKX,4
QSDCUCLB,QVLMOEYE,1047183
DEWLVASR,ZKENOUDA,301764
BTMOEMEP,RCBZUSIM,9709
QSDCUCLB,DJBLNPNC,190
HXYSSRXE,VWMBASNE,114943
EVBVXETX,ATLDMDBO,35324944
ROACSLMG,HXYSSRXE,4782833
DNMPSKTB,VWMBASNE,110101
WBLJNPZQ,LPHPPJUG,1212294
SDWAYPIK,DUCMGGNW,664647
QVLMOEYE,AXULOHBQ,66660
UGEQLMXM,VBYCLTYZ,190620
BSRMSVTC,KEUWZRKO,282294
XIIEJNEE,IGDVVKUD,3637
BEZYMBBT,HXYSSRXE,4784789
FTSVTTSR,ZCELVYQU,10471
QSDCUCLB,ATLDMDBO,35476144
APQGTRMF,DUCMGGNW,677407
VUAFAIYJ,LRVGFDFM,2753787
ZCELVYQU,BJALXPFS,153795
AANGBULD,GKQIJYDH,4593993
DEWLVASR,ZXERAXWP,17949
QSDCUCLB,QRKRBYJL,2666358
LLHREMKS,ZCELVYQU,10536
FTSVTTSR,GKQIJYDH,4696112
LSOIUSXD,DUCMGGNW,675547
VBYCLTYZ,BLANHGYY,4169
DNMPSKTB,OKMBFVKS,1724046
QVLMOEYE,XUOIQPFL,2525807
VBYCLTYZ,LPHPPJUG,1147622
UGEQLMXM,IGDVVKUD,3823
ATLDMDBO,JPBRUTWP,5333355
OJIFIHMZ,SNHYOVBM,112499
ZCELVYQU,BLANHGYY,4087
JBVHSUWY,ELQGMQWE,475473
JPBRUTWP,ATLDMDBO,35212736
AXULOHBQ,LUENUFGA,3642076
AXULOHBQ,VUAFAIYJ,752905
CCLHWFWF,FCYBOAXC,102507464
NAQIHUKZ,LRVGFDFM,2773708
FDXPMYGF,QSDCUCLB,1
SDWAYPIK,DNMPSKTB,5253190
ROACSLMG,ANWUJOKX,4
LUENUFGA,DNMPSKTB,5277730
SDWAYPIK,LPHPPJUG,1216120
KEUWZRKO,XIPPENFQ,99975
LTOYKIML,VUAFAIYJ,732283
JSLXRQOK,LLHREMKS,27586
DNMPSKTB,GYHKIVQT,17181127
QSDCUCLB,SAAYMURU,26997
KEUWZRKO,NZKBIBNU,194492
AHMDUILJ,BUZIIBYG,15683952
LUENUFGA,XIPPENFQ,92441
LRVGFDFM,VUAFAIYJ,753276
