leading_item_id,following_item_id,value
JBVHSUWY,ATLDMDBO,34399205
EVBVXETX,FWUCPMMW,4880
EVBVXETX,AXULOHBQ,73599
PYZMVUWD,APQGTRMF,19480
BTMOEMEP,AXULOHBQ,72997
APQGTRMF,DBWLZWNK,125317
OGAFEHLU,VBYCLTYZ,275675
BSRMSVTC,XIPPENFQ,84950
WBLJNPZQ,OXKURKXR,92829
BTMOEMEP,OXKURKXR,95186
ROACSLMG,AXULOHBQ,73084
RAWUKQMJ,LUENUFGA,3744738
DEWLVASR,RJGPVEXX,558490
UXSPKBJR,AXULOHBQ,73539
KEUWZRKO,FQCLOEXA,1848558
GYHKIVQT,LUENUFGA,3858018
VBYCLTYZ,RJGPVEXX,592417
ZGJXVMNI,ZKENOUDA,317947
SUOYXCHP,PYZMVUWD,1087
PYZMVUWD,QRKRBYJL,2355340
RCBZUSIM,QVLMOEYE,1051751
NZKBIBNU,ZXERAXWP,11095
SUOYXCHP,DNMPSKTB,5227579
ZKENOUDA,FDXPMYGF,3408
WQMVCOEM,FRHNWLNI,882243
QVLMOEYE,BTMOEMEP,10283424
KEUWZRKO,KAGJCHMR,2516
HCDTGMST,LPHPPJUG,1253250
WBLJNPZQ,JPBRUTWP,5404332
PYZMVUWD,SDWAYPIK,5350952
DEWLVASR,ELQGMQWE,478097
RCBZUSIM,EVBVXETX,5435077
RAWUKQMJ,QRKRBYJL,2309206
XUOIQPFL,PYZMVUWD,1062
ZKENOUDA,ELQGMQWE,488141
OGAFEHLU,VWMBASNE,103652
OXKURKXR,SNHYOVBM,377747
NZKBIBNU,KEUWZRKO,294975
FTSVTTSR,ZXERAXWP,11787
WPQXWHYO,FITUEHWN,63376
UIFPPCLR,DBWLZWNK,122002
KAGJCHMR,RJGPVEXX,586300
AANGBULD,VMAQSTJE,15865
EVBVXETX,ATLDMDBO,34009865
ELQGMQWE,RJCAXSGH,4668522
VWMBASNE,BJALXPFS,133689
WPQXWHYO,AANGBULD,304975
DNMPSKTB,OKMBFVKS,1879200
BSRMSVTC,VMAQSTJE,15252
KEUWZRKO,XIPPENFQ,83150
XIPPENFQ,AANGBULD,320606
OXKURKXR,AXULOHBQ,76912
JBVHSUWY,DBWLZWNK,119744
VBYCLTYZ,OKMBFVKS,1882960
APQGTRMF,GYHKIVQT,17192949
UGEQLMXM,BEZYMBBT,3209872
SUOYXCHP,FRHNWLNI,839829
ZKENOUDA,LPHPPJUG,1205264
GKQIJYDH,EVBVXETX,5474179
WPQXWHYO,AXULOHBQ,68624
FQCLOEXA,UQYUIVVR,4326075
KEUWZRKO,RJGPVEXX,555896
LRVGFDFM,BSRMSVTC,193638
FTSVTTSR,RCBZUSIM,26096
SAHWCZNH,LUENUFGA,3731240
MBSBZBXA,ZKENOUDA,304966
UXSPKBJR,HCDTGMST,15658
ATLDMDBO,PYZMVUWD,1016
RJGPVEXX,NZKBIBNU,192217
EVBVXETX,BSRMSVTC,196795
APQGTRMF,AXULOHBQ,72280
FITUEHWN,PYZMVUWD,1062
LRVGFDFM,SDWAYPIK,5236104
LPHPPJUG,KJNSOAHR,10275770
QJQJSWFU,RAWUKQMJ,3907527
VBYCLTYZ,HXYSSRXE,4981761
EVBVXETX,UGEQLMXM,166934
BTMOEMEP,DNMPSKTB,4970889
LRVGFDFM,BTMOEMEP,9994576
XUOIQPFL,DUCMGGNW,713387
ZGJXVMNI,FITUEHWN,66479
SAAYMURU,MBSBZBXA,4925038
QRKRBYJL,APQGTRMF,18447
JPBRUTWP,ZXERAXWP,10899
VBYCLTYZ,ATLDMDBO,34578105
AXULOHBQ,XIPPENFQ,83867
UIFPPCLR,XUOIQPFL,2557870
WHPUAOID,DJBLNPNC,225
ATLDMDBO,JPBRUTWP,5575112
SUOYXCHP,SDWAYPIK,5241811
ELQGMQWE,FQCLOEXA,1834803
SDWAYPIK,BSRMSVTC,192007
VBYCLTYZ,BTMOEMEP,9712365
OGAFEHLU,HXYSSRXE,5063880
JPBRUTWP,DNMPSKTB,5005950
ZGJXVMNI,RAWUKQMJ,3807010
VBYCLTYZ,BSRMSVTC,195970
RJGPVEXX,XIPPENFQ,79019
ZCELVYQU,UGEQLMXM,146452
RJGPVEXX,XUOIQPFL,2511055
LPHPPJUG,WPQXWHYO,11263159
SAHWCZNH,BUZIIBYG,13761219
LPHPPJUG,ELQGMQWE,476950
DUCMGGNW,FITUEHWN,68494
NZKBIBNU,FITUEHWN,63695
KAGJCHMR,FQCLOEXA,1928028
SAAYMURU,XIPPENFQ,86024
EVBVXETX,HXYSSRXE,4843253
APQGTRMF,UGEQLMXM,162427
LRVGFDFM,RCBZUSIM,23659
QRKRBYJL,BSRMSVTC,196648
XIPPENFQ,JERHKLYW,11271
AANGBULD,EVBVXETX,5462572
QVLMOEYE,QRKRBYJL,2345217
RCBZUSIM,WBLJNPZQ,146753
XUOIQPFL,HXYSSRXE,4943201
JERHKLYW,JBVHSUWY,273917
VBYCLTYZ,RAWUKQMJ,3875210
EVBVXETX,BJALXPFS,133339
XUOIQPFL,SDWAYPIK,5365002
HXYSSRXE,UGEQLMXM,167357
AANGBULD,WPQXWHYO,11628095
KEUWZRKO,XIFHSOWQ,43715
ATLDMDBO,UXSPKBJR,389657
WHPUAOID,LTOYKIML,325794
OKMBFVKS,FDXPMYGF,3669
SDWAYPIK,LUENUFGA,3664455
GYHKIVQT,ZXERAXWP,11853
BTMOEMEP,WBLJNPZQ,143938
RCBZUSIM,BUZIIBYG,13678899
JPBRUTWP,WBLJNPZQ,147557
SUOYXCHP,OXKURKXR,96444
RAWUKQMJ,BSRMSVTC,184372
QVLMOEYE,LSOIUSXD,127452
LUENUFGA,WPQXWHYO,11528357
XUOIQPFL,DBWLZWNK,121639
FQCLOEXA,ZXERAXWP,11217
VBYCLTYZ,TGOELCAG,164594
AXULOHBQ,IGDVVKUD,7658
WBLJNPZQ,AXULOHBQ,71465
LRVGFDFM,DNMPSKTB,5025550
HXYSSRXE,VWMBASNE,100511
RAWUKQMJ,KEUWZRKO,301324
JBVHSUWY,RJCAXSGH,4828088
BEZYMBBT,DBWLZWNK,122769
DUCMGGNW,WHPUAOID,17065
XMKRPGLB,OXKURKXR,91799
DBWLZWNK,ANWUJOKX,2
FRHNWLNI,BTMOEMEP,10139956
KAGJCHMR,QRKRBYJL,2257360
GKQIJYDH,XIFHSOWQ,45771
ZGJXVMNI,KJNSOAHR,10248133
ROACSLMG,JPBRUTWP,5288469
CCLHWFWF,ATLDMDBO,35026322
NAQIHUKZ,UGEQLMXM,184039
ZXERAXWP,HCDTGMST,16514
APQGTRMF,VBYCLTYZ,261474
UGEQLMXM,QRKRBYJL,2373974
UGEQLMXM,OKMBFVKS,1966333
JBVHSUWY,KFQSHBNH,10088114
APQGTRMF,ZXERAXWP,11508
LTOYKIML,ZCELVYQU,120151
QJQJSWFU,BEZYMBBT,3153860
HCDTGMST,RJGPVEXX,582378
XIFHSOWQ,ZGJXVMNI,2723029
RCBZUSIM,BJALXPFS,135685
EVBVXETX,KJNSOAHR,10147840
RJGPVEXX,DEWLVASR,334068
ZGJXVMNI,XUOIQPFL,2655770
LUENUFGA,OXKURKXR,101193
RAWUKQMJ,DNMPSKTB,5030171
APQGTRMF,WQMVCOEM,9482
GYHKIVQT,EVBVXETX,5582821
ZKENOUDA,FTSVTTSR,205763
ZXERAXWP,ZKENOUDA,310765
ZCELVYQU,APQGTRMF,19705
RJGPVEXX,WPQXWHYO,11243244
PYZMVUWD,AXULOHBQ,74931
GIKPEWTY,QSDCUCLB,2
ATLDMDBO,LUENUFGA,3748875
RAWUKQMJ,AXULOHBQ,73828
LPHPPJUG,APQGTRMF,18896
PYZMVUWD,JBVHSUWY,276460
YSYHGLQK,NZKBIBNU,204012
UGEQLMXM,FITUEHWN,69501
ZGJXVMNI,ATLDMDBO,35527775
RJGPVEXX,ELQGMQWE,488210
RUVXNNVA,QSDCUCLB,3
XIFHSOWQ,RJGPVEXX,577393
UGEQLMXM,KAGJCHMR,2336
BEZYMBBT,VBYCLTYZ,269826
SDWAYPIK,DNMPSKTB,5144953
QRKRBYJL,LUENUFGA,3765451
OKMBFVKS,XUOIQPFL,2580563
APQGTRMF,KFQSHBNH,10318846
WBLJNPZQ,DUCMGGNW,720661
EVBVXETX,DNMPSKTB,5055349
LRVGFDFM,ATLDMDBO,36502348
XUOIQPFL,ZXERAXWP,11718
HCDTGMST,FQCLOEXA,1878950
WBLJNPZQ,BTMOEMEP,10227689
VMAQSTJE,MIRCVAMV,15499
DBWLZWNK,DUCMGGNW,719244
VBYCLTYZ,ZXERAXWP,11139
PYZMVUWD,QJQJSWFU,115220
VUAFAIYJ,RJCAXSGH,4827317
ATLDMDBO,BSRMSVTC,204673
LRVGFDFM,AXULOHBQ,72649
RUVXNNVA,VUAFAIYJ,623939
OGAFEHLU,BEZYMBBT,3382304
WQMVCOEM,HXYSSRXE,4913520
DBWLZWNK,XUOIQPFL,2542586
KJNSOAHR,AXULOHBQ,71415
QJQJSWFU,WQMVCOEM,9672
GYHKIVQT,ELQGMQWE,523469
LPHPPJUG,FITUEHWN,62914
FITUEHWN,XMKRPGLB,758073
BLANHGYY,XIFHSOWQ,46437
EVBVXETX,KEUWZRKO,291997
DNMPSKTB,VMAQSTJE,15200
HXYSSRXE,OKMBFVKS,1859365
BTMOEMEP,RAWUKQMJ,3918536
OXKURKXR,ATLDMDBO,35445042
QVLMOEYE,BEZYMBBT,3090120
UGEQLMXM,ZXERAXWP,11954
ZGJXVMNI,OGAFEHLU,3
UGEQLMXM,FQCLOEXA,1953855
APQGTRMF,LLHREMKS,43634
WHPUAOID,WBLJNPZQ,146263
FQCLOEXA,WPQXWHYO,11288189
BJALXPFS,XIFHSOWQ,44611
LLHREMKS,FQCLOEXA,1967048
XUOIQPFL,APQGTRMF,18259
QVLMOEYE,VWMBASNE,101038
AANGBULD,UIFPPCLR,23965
ATLDMDBO,APQGTRMF,15754
TGOELCAG,DNMPSKTB,5273321
