leading_item_id,following_item_id,value
ELQGMQWE,KFQSHBNH,9628754
UGEQLMXM,VBYCLTYZ,349560
QVLMOEYE,VBYCLTYZ,347062
UIFPPCLR,UXSPKBJR,405441
DBWLZWNK,VBYCLTYZ,348077
XIFHSOWQ,VWMBASNE,112647
UGEQLMXM,OGAFEHLU,44037
VBYCLTYZ,UXSPKBJR,396270
VMAQSTJE,KEUWZRKO,355051
VWMBASNE,WBLJNPZQ,171994
VBYCLTYZ,IGDVVKUD,35014
SDWAYPIK,OGAFEHLU,43640
BTMOEMEP,UXSPKBJR,395928
DBWLZWNK,QVLMOEYE,1155197
DNMPSKTB,LRVGFDFM,3834485
ATLDMDBO,LRVGFDFM,3834485
WBLJNPZQ,QRKRBYJL,2616594
WBLJNPZQ,ATLDMDBO,34643240
WBLJNPZQ,LRVGFDFM,4010747
UIFPPCLR,GYHKIVQT,16864675
QVLMOEYE,UXSPKBJR,395928
XIIEJNEE,QVLMOEYE,1162886
BTMOEMEP,DBWLZWNK,183057
XIFHSOWQ,SAHWCZNH,2147037
SAHWCZNH,KEUWZRKO,348674
LSOIUSXD,VUAFAIYJ,739708
IGDVVKUD,VBYCLTYZ,348516
APQGTRMF,UIFPPCLR,90921
XIIEJNEE,VBYCLTYZ,348079
JERHKLYW,QKXNTIIB,2595775
MIRCVAMV,CCLHWFWF,13672326
PLMZALFA,LUENUFGA,3930100
ELQGMQWE,FQCLOEXA,1905801
OGAFEHLU,DBWLZWNK,187331
UXSPKBJR,IGDVVKUD,36127
DNMPSKTB,OGAFEHLU,44382
LRVGFDFM,OGAFEHLU,46234
LSOIUSXD,QVLMOEYE,1161218
DBWLZWNK,ANWUJOKX,49040
VWMBASNE,XIPPENFQ,106311
XUOIQPFL,OXKURKXR,123024
LUENUFGA,XIFHSOWQ,89698
VBYCLTYZ,BTMOEMEP,11671842
BSRMSVTC,LUENUFGA,3917658
EVBVXETX,WPQXWHYO,11908953
ANWUJOKX,QVLMOEYE,1171139
GIKPEWTY,CCLHWFWF,13755214
WBLJNPZQ,PYZMVUWD,37477
ELQGMQWE,AANGBULD,319033
ELQGMQWE,ZKENOUDA,342636
AHMDUILJ,DUCMGGNW,858345
BSRMSVTC,XUOIQPFL,2863666
KEUWZRKO,XIFHSOWQ,89698
UXSPKBJR,WQMVCOEM,67577
