leading_item_id,following_item_id,value
ELQGMQWE,KFQSHBNH,9287227
UGEQLMXM,VBYCLTYZ,337971
QVLMOEYE,VBYCLTYZ,332128
UIFPPCLR,UXSPKBJR,396698
DBWLZWNK,VBYCLTYZ,334572
XIFHSOWQ,VWMBASNE,139293
UGEQLMXM,OGAFEHLU,38359
VBYCLTYZ,UXSPKBJR,393298
VMAQSTJE,KEUWZRKO,360408
VWMBASNE,WBLJNPZQ,171557
VBYCLTYZ,IGDVVKUD,31115
SDWAYPIK,OGAFEHLU,37903
BTMOEMEP,UXSPKBJR,390854
DBWLZWNK,QVLMOEYE,1161205
DNMPSKTB,LRVGFDFM,2648919
ATLDMDBO,LRVGFDFM,2648919
WBLJNPZQ,QRKRBYJL,2507379
WBLJNPZQ,ATLDMDBO,35966115
WBLJNPZQ,LRVGFDFM,2605933
UIFPPCLR,GYHKIVQT,16808039
QVLMOEYE,UXSPKBJR,390854
XIIEJNEE,QVLMOEYE,1170488
BTMOEMEP,DBWLZWNK,182421
XIFHSOWQ,SAHWCZNH,2229186
SAHWCZNH,KEUWZRKO,356467
LSOIUSXD,VUAFAIYJ,750036
IGDVVKUD,VBYCLTYZ,340719
APQGTRMF,UIFPPCLR,82379
XIIEJNEE,VBYCLTYZ,333375
JERHKLYW,QKXNTIIB,2505219
MIRCVAMV,CCLHWFWF,13271788
PLMZALFA,LUENUFGA,3952028
ELQGMQWE,FQCLOEXA,1951137
OGAFEHLU,DBWLZWNK,188348
UXSPKBJR,IGDVVKUD,33476
DNMPSKTB,OGAFEHLU,44760
LRVGFDFM,OGAFEHLU,43633
LSOIUSXD,QVLMOEYE,1175084
DBWLZWNK,ANWUJOKX,48930
VWMBASNE,XIPPENFQ,113457
XUOIQPFL,OXKURKXR,126396
LUENUFGA,XIFHSOWQ,90734
VBYCLTYZ,BTMOEMEP,11661738
BSRMSVTC,LUENUFGA,3944936
EVBVXETX,WPQXWHYO,12358946
ANWUJOKX,QVLMOEYE,1178675
GIKPEWTY,CCLHWFWF,13217192
WBLJNPZQ,PYZMVUWD,36261
ELQGMQWE,AANGBULD,349287
ELQGMQWE,ZKENOUDA,347597
AHMDUILJ,DUCMGGNW,860271
BSRMSVTC,XUOIQPFL,2841547
KEUWZRKO,XIFHSOWQ,90734
UXSPKBJR,WQMVCOEM,65641
WBLJNPZQ,JPBRUTWP,5474670
HXYSSRXE,BSRMSVTC,296629
WPQXWHYO,RJGPVEXX,626330
XUOIQPFL,OGAFEHLU,47610
XUOIQPFL,LRVGFDFM,2628557
LPHPPJUG,DDEXPPXU,44748
TANNMIMB,VWMBASNE,147479
KFQSHBNH,RJCAXSGH,4812989
BSRMSVTC,OGAFEHLU,37903
UGEQLMXM,LSOIUSXD,224365
VMAQSTJE,PYZMVUWD,31555
QJQJSWFU,SDWAYPIK,5137193
BSRMSVTC,UIFPPCLR,80051
XIIEJNEE,ROACSLMG,2228833
BSRMSVTC,JBVHSUWY,323494
HXYSSRXE,RAWUKQMJ,3826541
LRVGFDFM,XUOIQPFL,2796868
HXYSSRXE,JPBRUTWP,5426090
OXKURKXR,LTOYKIML,398980
VBYCLTYZ,APQGTRMF,48312
UIFPPCLR,ANWUJOKX,39486
AXULOHBQ,BJALXPFS,127404
APQGTRMF,JPBRUTWP,5464096
QSDCUCLB,OGAFEHLU,38359
KFQSHBNH,ELQGMQWE,611196
RJCAXSGH,ELQGMQWE,611196
RJCAXSGH,KFQSHBNH,9263396
UGEQLMXM,QVLMOEYE,1168550
VBYCLTYZ,BLANHGYY,50224
RJGPVEXX,AANGBULD,355820
BSRMSVTC,XIFHSOWQ,89232
EVBVXETX,IGDVVKUD,33476
SAHWCZNH,XIFHSOWQ,90734
BTMOEMEP,ANWUJOKX,47610
LRVGFDFM,UGEQLMXM,222394
ELQGMQWE,RJCAXSGH,4833351
UGEQLMXM,BTMOEMEP,11682835
LUENUFGA,SAHWCZNH,2224470
XIIEJNEE,BUZIIBYG,15689045
QVLMOEYE,RCBZUSIM,44029
BEZYMBBT,DBWLZWNK,181544
EVBVXETX,KJNSOAHR,13590262
OGAFEHLU,LRVGFDFM,2632871
BJALXPFS,DNMPSKTB,5281169
BTMOEMEP,UGEQLMXM,223521
LRVGFDFM,IGDVVKUD,32349
UIFPPCLR,VBYCLTYZ,342349
BTMOEMEP,RAWUKQMJ,3854968
QSDCUCLB,LRVGFDFM,2893268
BSRMSVTC,VMAQSTJE,45469
LTOYKIML,VUAFAIYJ,743131
VUAFAIYJ,KFQSHBNH,9287227
ROACSLMG,IGDVVKUD,32141
WBLJNPZQ,PLMZALFA,37903
GKQIJYDH,RJCAXSGH,4833351
OGAFEHLU,FCYBOAXC,104759464
ATLDMDBO,UXSPKBJR,391730
FITUEHWN,SAAYMURU,65107
ANWUJOKX,WQMVCOEM,74717
FDXPMYGF,HXYSSRXE,4899940
GKQIJYDH,ZXERAXWP,63229
GYHKIVQT,RCBZUSIM,41566
UGEQLMXM,SDWAYPIK,5136588
RCBZUSIM,ATLDMDBO,36033973
TGOELCAG,KEUWZRKO,354463
FDXPMYGF,BSRMSVTC,306063
JSLXRQOK,NAQIHUKZ,36855
UGEQLMXM,IGDVVKUD,32699
BLANHGYY,AXULOHBQ,98959
BLANHGYY,FDXPMYGF,44399
ZKENOUDA,AANGBULD,349287
OKMBFVKS,UIFPPCLR,81553
JPBRUTWP,APQGTRMF,45990
ATLDMDBO,VBYCLTYZ,332128
DBWLZWNK,APQGTRMF,44488
QRKRBYJL,UIFPPCLR,81553
QRKRBYJL,VBYCLTYZ,332128
JPBRUTWP,VBYCLTYZ,332128
SDWAYPIK,DBWLZWNK,181544
QRKRBYJL,APQGTRMF,45990
KJNSOAHR,RJCAXSGH,4812989
UXSPKBJR,APQGTRMF,45990
CCLHWFWF,LRVGFDFM,2628557
TANNMIMB,KEUWZRKO,365024
OGAFEHLU,VWMBASNE,147479
ANWUJOKX,APQGTRMF,56499
LRVGFDFM,QSDCUCLB,40051
LLHREMKS,ELQGMQWE,619697
NZKBIBNU,FRHNWLNI,769682
JERHKLYW,TANNMIMB,38359
PLMZALFA,OGAFEHLU,39486
AHMDUILJ,UXSPKBJR,392101
OGAFEHLU,UGEQLMXM,230325
WBLJNPZQ,BSRMSVTC,299004
LPHPPJUG,FQCLOEXA,1951137
FDXPMYGF,CCLHWFWF,13110372
XUOIQPFL,DBWLZWNK,181544
LRVGFDFM,DBWLZWNK,181544
ZCELVYQU,KFQSHBNH,9287227
FDXPMYGF,OGAFEHLU,38359
VWMBASNE,LRVGFDFM,2883060
ATLDMDBO,BTMOEMEP,11348309
QVLMOEYE,QRKRBYJL,2503691
ATLDMDBO,WBLJNPZQ,173059
DBWLZWNK,LRVGFDFM,3606289
XUOIQPFL,ANWUJOKX,37903
CCLHWFWF,LSOIUSXD,223118
LUENUFGA,MIRCVAMV,74404
BTMOEMEP,RCBZUSIM,42694
XMKRPGLB,ROACSLMG,2223091
UGEQLMXM,ANWUJOKX,49194
AXULOHBQ,FDXPMYGF,47203
DNMPSKTB,APQGTRMF,48335
DNMPSKTB,DBWLZWNK,182421
SDWAYPIK,VBYCLTYZ,333004
BEZYMBBT,APQGTRMF,48335
EVBVXETX,NZKBIBNU,243948
QVLMOEYE,APQGTRMF,45990
ZGJXVMNI,RJGPVEXX,619796
SDWAYPIK,UIFPPCLR,82429
GYHKIVQT,APQGTRMF,44863
KAGJCHMR,GKQIJYDH,5157776
BTMOEMEP,WQMVCOEM,64526
IGDVVKUD,ROACSLMG,2232525
BTMOEMEP,XIIEJNEE,70767
OJIFIHMZ,FTSVTTSR,269016
DEWLVASR,ZCELVYQU,138771
APQGTRMF,RCBZUSIM,44277
OGAFEHLU,UIFPPCLR,87935
WBLJNPZQ,OGAFEHLU,47610
BSRMSVTC,PLMZALFA,37903
RJCAXSGH,ZKENOUDA,346720
BUZIIBYG,FRHNWLNI,777343
ROACSLMG,BTMOEMEP,11319396
AANGBULD,VUAFAIYJ,749058
RCBZUSIM,BSRMSVTC,305724
FCYBOAXC,VUAFAIYJ,748789
QVLMOEYE,OKMBFVKS,1816358
GYHKIVQT,QRKRBYJL,2502564
QRKRBYJL,UXSPKBJR,389727
WPQXWHYO,NZKBIBNU,244825
HXYSSRXE,KEUWZRKO,355590
LUENUFGA,VWMBASNE,137020
FRHNWLNI,UIFPPCLR,81553
PLMZALFA,QSDCUCLB,43136
SAAYMURU,MBSBZBXA,5746784
EVBVXETX,FRHNWLNI,770809
AXULOHBQ,VMAQSTJE,47373
XUOIQPFL,QSDCUCLB,41552
HXYSSRXE,PYZMVUWD,30997
UGEQLMXM,DBWLZWNK,182792
OXKURKXR,JSLXRQOK,33081
VBYCLTYZ,DJBLNPNC,29423
FRHNWLNI,DUCMGGNW,854428
VWMBASNE,MIRCVAMV,73244
SNHYOVBM,DJBLNPNC,29321
RJGPVEXX,VUAFAIYJ,748789
ZKENOUDA,MBSBZBXA,5555280
UXSPKBJR,LRVGFDFM,2652388
CCLHWFWF,OGAFEHLU,37903
KFQSHBNH,ZKENOUDA,347597
QRKRBYJL,FRHNWLNI,771686
VWMBASNE,CCLHWFWF,13077798
ANWUJOKX,HXYSSRXE,4882570
VUAFAIYJ,CCLHWFWF,12987424
GYHKIVQT,QVLMOEYE,1161580
QRKRBYJL,OGAFEHLU,47610
KEUWZRKO,SAHWCZNH,2224470
XIIEJNEE,BTMOEMEP,11722586
BSRMSVTC,JPBRUTWP,5480867
QSDCUCLB,VBYCLTYZ,340536
IGDVVKUD,UXSPKBJR,400050
WBLJNPZQ,CCLHWFWF,12951480
ANWUJOKX,RAWUKQMJ,3845167
AANGBULD,NAQIHUKZ,36855
LRVGFDFM,XIIEJNEE,69640
DNMPSKTB,XIIEJNEE,70767
KEUWZRKO,TANNMIMB,37903
JPBRUTWP,WBLJNPZQ,173059
QSDCUCLB,SDWAYPIK,5146981
QVLMOEYE,SDWAYPIK,5116613
UXSPKBJR,DBWLZWNK,181544
QVLMOEYE,FRHNWLNI,770809
