leading_item_id,following_item_id,value
UGEQLMXM,VBYCLTYZ,310493
DBWLZWNK,VBYCLTYZ,313282
BTMOEMEP,UXSPKBJR,385983
QVLMOEYE,UXSPKBJR,384748
XIFHSOWQ,VWMBASNE,112905
BTMOEMEP,DBWLZWNK,143736
VBYCLTYZ,UXSPKBJR,390353
OGAFEHLU,DBWLZWNK,139684
DBWLZWNK,QVLMOEYE,1025067
SAHWCZNH,KEUWZRKO,322151
DNMPSKTB,OGAFEHLU,3
LRVGFDFM,OGAFEHLU,4
UIFPPCLR,GYHKIVQT,15582761
WBLJNPZQ,LRVGFDFM,5865476
WBLJNPZQ,ATLDMDBO,38003422
WBLJNPZQ,QRKRBYJL,2482510
LSOIUSXD,VUAFAIYJ,713238
EVBVXETX,WPQXWHYO,10187292
MIRCVAMV,CCLHWFWF,13794478
XUOIQPFL,OGAFEHLU,3
VBYCLTYZ,APQGTRMF,7599
ANWUJOKX,QVLMOEYE,978656
XUOIQPFL,LRVGFDFM,5998241
BSRMSVTC,LUENUFGA,3625586
XIFHSOWQ,SAHWCZNH,1922030
UXSPKBJR,IGDVVKUD,7964
HXYSSRXE,RAWUKQMJ,3731187
LRVGFDFM,XUOIQPFL,2470206
HXYSSRXE,JPBRUTWP,5464151
VWMBASNE,XIPPENFQ,97407
ELQGMQWE,AANGBULD,429229
DBWLZWNK,ANWUJOKX,1
ELQGMQWE,ZKENOUDA,329862
LUENUFGA,SAHWCZNH,1932013
KFQSHBNH,RJCAXSGH,4769444
UXSPKBJR,WQMVCOEM,15272
KEUWZRKO,XIFHSOWQ,68607
RJCAXSGH,ELQGMQWE,493112
RJCAXSGH,KFQSHBNH,9282415
APQGTRMF,JPBRUTWP,5338079
XIIEJNEE,BUZIIBYG,13103168
EVBVXETX,IGDVVKUD,8036
BTMOEMEP,ANWUJOKX,2
SAHWCZNH,XIFHSOWQ,67476
WBLJNPZQ,PYZMVUWD,1475
LTOYKIML,VUAFAIYJ,738186
BSRMSVTC,JBVHSUWY,302566
LRVGFDFM,DBWLZWNK,144303
KFQSHBNH,ELQGMQWE,492437
XUOIQPFL,DBWLZWNK,143597
QVLMOEYE,RCBZUSIM,19889
EVBVXETX,KJNSOAHR,11524591
LRVGFDFM,IGDVVKUD,7668
BTMOEMEP,UGEQLMXM,99388
ATLDMDBO,VBYCLTYZ,303945
QRKRBYJL,VBYCLTYZ,306886
QRKRBYJL,UIFPPCLR,64608
OKMBFVKS,UIFPPCLR,65185
SDWAYPIK,DBWLZWNK,142785
QRKRBYJL,APQGTRMF,6961
UXSPKBJR,APQGTRMF,6804
JPBRUTWP,APQGTRMF,7167
JPBRUTWP,VBYCLTYZ,307661
DBWLZWNK,APQGTRMF,7021
OGAFEHLU,VWMBASNE,114969
LRVGFDFM,UGEQLMXM,99204
UGEQLMXM,QVLMOEYE,1010731
EVBVXETX,FRHNWLNI,796004
CCLHWFWF,OGAFEHLU,3
FITUEHWN,SAAYMURU,12485
KJNSOAHR,RJCAXSGH,4824429
HXYSSRXE,KEUWZRKO,320712
LUENUFGA,VWMBASNE,120916
JPBRUTWP,WBLJNPZQ,137525
QVLMOEYE,OKMBFVKS,1791186
ATLDMDBO,WBLJNPZQ,134703
ATLDMDBO,UXSPKBJR,387873
EVBVXETX,NZKBIBNU,217432
BEZYMBBT,APQGTRMF,6814
SDWAYPIK,UIFPPCLR,64876
ZGJXVMNI,RJGPVEXX,505383
SDWAYPIK,VBYCLTYZ,311066
QVLMOEYE,APQGTRMF,6924
GYHKIVQT,APQGTRMF,7088
DNMPSKTB,DBWLZWNK,147108
DNMPSKTB,APQGTRMF,6982
NZKBIBNU,FRHNWLNI,798944
BJALXPFS,DNMPSKTB,4989856
XUOIQPFL,WBLJNPZQ,136226
WPQXWHYO,NZKBIBNU,213186
WBLJNPZQ,RJGPVEXX,509686
QRKRBYJL,UXSPKBJR,389176
UXSPKBJR,DBWLZWNK,141220
BTMOEMEP,WQMVCOEM,11716
BLANHGYY,AXULOHBQ,64961
CCLHWFWF,LRVGFDFM,5954680
QVLMOEYE,FRHNWLNI,810591
RCBZUSIM,ATLDMDBO,38011702
KEUWZRKO,SAHWCZNH,1902399
GYHKIVQT,QVLMOEYE,1019711
QRKRBYJL,OGAFEHLU,2
QRKRBYJL,FRHNWLNI,813199
SDWAYPIK,UXSPKBJR,387807
CCLHWFWF,LTOYKIML,330771
WBLJNPZQ,OGAFEHLU,2
VWMBASNE,LRVGFDFM,5764913
AANGBULD,VUAFAIYJ,685476
QVLMOEYE,SDWAYPIK,5322880
WBLJNPZQ,CCLHWFWF,11647373
HXYSSRXE,VWMBASNE,119208
QVLMOEYE,VWMBASNE,120003
APQGTRMF,RCBZUSIM,17177
BTMOEMEP,OGAFEHLU,3
