leading_item_id,following_item_id,value
JBVHSUWY,ATLDMDBO,40322463
EVBVXETX,FWUCPMMW,2484
EVBVXETX,AXULOHBQ,72743
PYZMVUWD,APQGTRMF,18018
BTMOEMEP,AXULOHBQ,74860
APQGTRMF,DBWLZWNK,110796
OGAFEHLU,VBYCLTYZ,322999
BSRMSVTC,XIPPENFQ,65715
WBLJNPZQ,OXKURKXR,91707
BTMOEMEP,OXKURKXR,94110
ROACSLMG,AXULOHBQ,67454
RAWUKQMJ,LUENUFGA,3653339
DEWLVASR,RJGPVEXX,574499
UXSPKBJR,AXULOHBQ,73301
KEUWZRKO,FQCLOEXA,1806022
GYHKIVQT,LUENUFGA,3638643
VBYCLTYZ,RJGPVEXX,595024
ZGJXVMNI,ZKENOUDA,314342
SUOYXCHP,PYZMVUWD,1176
PYZMVUWD,QRKRBYJL,2540115
RCBZUSIM,QVLMOEYE,1003116
NZKBIBNU,ZXERAXWP,18300
SUOYXCHP,DNMPSKTB,4870545
ZKENOUDA,FDXPMYGF,1564
WQMVCOEM,FRHNWLNI,900069
QVLMOEYE,BTMOEMEP,9370358
KEUWZRKO,KAGJCHMR,3142
HCDTGMST,LPHPPJUG,1287517
WBLJNPZQ,JPBRUTWP,5214316
PYZMVUWD,SDWAYPIK,5329102
DEWLVASR,ELQGMQWE,483856
RCBZUSIM,EVBVXETX,5052564
RAWUKQMJ,QRKRBYJL,2521439
XUOIQPFL,PYZMVUWD,1256
ZKENOUDA,ELQGMQWE,487664
OGAFEHLU,VWMBASNE,100761
OXKURKXR,SNHYOVBM,261669
NZKBIBNU,KEUWZRKO,300698
FTSVTTSR,ZXERAXWP,18339
WPQXWHYO,FITUEHWN,52310
UIFPPCLR,DBWLZWNK,110817
KAGJCHMR,RJGPVEXX,577413
AANGBULD,VMAQSTJE,20058
EVBVXETX,ATLDMDBO,40410799
ELQGMQWE,RJCAXSGH,4797233
VWMBASNE,BJALXPFS,138864
WPQXWHYO,AANGBULD,313468
DNMPSKTB,OKMBFVKS,1751108
BSRMSVTC,VMAQSTJE,18820
KEUWZRKO,XIPPENFQ,65188
XIPPENFQ,AANGBULD,305231
OXKURKXR,AXULOHBQ,73589
JBVHSUWY,DBWLZWNK,109047
VBYCLTYZ,OKMBFVKS,1756739
APQGTRMF,GYHKIVQT,16498816
UGEQLMXM,BEZYMBBT,3207327
SUOYXCHP,FRHNWLNI,877704
ZKENOUDA,LPHPPJUG,1252970
GKQIJYDH,EVBVXETX,5180644
WPQXWHYO,AXULOHBQ,67801
FQCLOEXA,UQYUIVVR,3815776
KEUWZRKO,RJGPVEXX,564759
LRVGFDFM,BSRMSVTC,166758
FTSVTTSR,RCBZUSIM,5600
SAHWCZNH,LUENUFGA,3668437
MBSBZBXA,ZKENOUDA,308764
UXSPKBJR,HCDTGMST,20522
ATLDMDBO,PYZMVUWD,1209
RJGPVEXX,NZKBIBNU,190767
EVBVXETX,BSRMSVTC,162681
APQGTRMF,AXULOHBQ,70237
FITUEHWN,PYZMVUWD,1206
LRVGFDFM,SDWAYPIK,5259718
LPHPPJUG,KJNSOAHR,12224100
QJQJSWFU,RAWUKQMJ,3759062
VBYCLTYZ,HXYSSRXE,4802744
EVBVXETX,UGEQLMXM,126749
BTMOEMEP,DNMPSKTB,4949125
LRVGFDFM,BTMOEMEP,9181766
XUOIQPFL,DUCMGGNW,609505
ZGJXVMNI,FITUEHWN,56129
SAAYMURU,MBSBZBXA,4805239
QRKRBYJL,APQGTRMF,19572
JPBRUTWP,ZXERAXWP,17307
VBYCLTYZ,ATLDMDBO,41210009
AXULOHBQ,XIPPENFQ,65343
UIFPPCLR,XUOIQPFL,2412306
WHPUAOID,DJBLNPNC,217
ATLDMDBO,JPBRUTWP,5450144
SUOYXCHP,SDWAYPIK,5315259
ELQGMQWE,FQCLOEXA,1780774
SDWAYPIK,BSRMSVTC,165875
VBYCLTYZ,BTMOEMEP,9062393
OGAFEHLU,HXYSSRXE,5023889
JPBRUTWP,DNMPSKTB,4962007
ZGJXVMNI,RAWUKQMJ,3744105
VBYCLTYZ,BSRMSVTC,168108
RJGPVEXX,XIPPENFQ,65291
ZCELVYQU,UGEQLMXM,125125
RJGPVEXX,XUOIQPFL,2422469
LPHPPJUG,WPQXWHYO,11851870
SAHWCZNH,BUZIIBYG,13848227
LPHPPJUG,ELQGMQWE,480490
DUCMGGNW,FITUEHWN,56063
NZKBIBNU,FITUEHWN,53247
KAGJCHMR,FQCLOEXA,1797642
SAAYMURU,XIPPENFQ,63068
EVBVXETX,HXYSSRXE,4779689
APQGTRMF,UGEQLMXM,126992
LRVGFDFM,RCBZUSIM,6475
QRKRBYJL,BSRMSVTC,165134
XIPPENFQ,JERHKLYW,10424
AANGBULD,EVBVXETX,5021859
QVLMOEYE,QRKRBYJL,2537136
RCBZUSIM,WBLJNPZQ,159089
XUOIQPFL,HXYSSRXE,4890406
