leading_item_id,following_item_id,value
UGEQLMXM,VBYCLTYZ,346286
UIFPPCLR,UXSPKBJR,366307
SDWAYPIK,OGAFEHLU,5
DBWLZWNK,VBYCLTYZ,358902
BTMOEMEP,UXSPKBJR,366916
ATLDMDBO,LRVGFDFM,6943665
DNMPSKTB,LRVGFDFM,7061841
QVLMOEYE,UXSPKBJR,368938
XIFHSOWQ,VWMBASNE,110008
BTMOEMEP,DBWLZWNK,120331
VBYCLTYZ,UXSPKBJR,366317
VBYCLTYZ,IGDVVKUD,7551
XIIEJNEE,QVLMOEYE,1008583
OGAFEHLU,DBWLZWNK,116472
DBWLZWNK,QVLMOEYE,1002035
SAHWCZNH,KEUWZRKO,320595
DNMPSKTB,OGAFEHLU,3
LRVGFDFM,OGAFEHLU,6
UIFPPCLR,GYHKIVQT,13741007
WBLJNPZQ,LRVGFDFM,6963195
WBLJNPZQ,ATLDMDBO,36603281
WBLJNPZQ,QRKRBYJL,2547515
LSOIUSXD,VUAFAIYJ,795117
EVBVXETX,WPQXWHYO,10531607
PLMZALFA,LUENUFGA,3522464
MIRCVAMV,CCLHWFWF,10541594
XUOIQPFL,OXKURKXR,104836
LUENUFGA,XIFHSOWQ,53362
LSOIUSXD,QVLMOEYE,1021600
XUOIQPFL,OGAFEHLU,2
GIKPEWTY,CCLHWFWF,10550518
VBYCLTYZ,APQGTRMF,6797
ANWUJOKX,QVLMOEYE,990219
BSRMSVTC,UIFPPCLR,50634
XUOIQPFL,LRVGFDFM,7160232
BEZYMBBT,DBWLZWNK,118636
BSRMSVTC,LUENUFGA,3488325
UIFPPCLR,VBYCLTYZ,358081
XIFHSOWQ,SAHWCZNH,2136264
UXSPKBJR,IGDVVKUD,7050
BSRMSVTC,OGAFEHLU,2
XIIEJNEE,ROACSLMG,2250128
HXYSSRXE,RAWUKQMJ,4196828
LRVGFDFM,XUOIQPFL,2372562
HXYSSRXE,JPBRUTWP,5497848
VWMBASNE,XIPPENFQ,92071
ELQGMQWE,AANGBULD,382939
DBWLZWNK,ANWUJOKX,1
ELQGMQWE,ZKENOUDA,313311
LUENUFGA,SAHWCZNH,2144620
KFQSHBNH,RJCAXSGH,4681752
OGAFEHLU,LRVGFDFM,6913229
AXULOHBQ,BJALXPFS,134435
UXSPKBJR,WQMVCOEM,12856
KEUWZRKO,XIFHSOWQ,53762
RJCAXSGH,ELQGMQWE,507895
RJCAXSGH,KFQSHBNH,9145115
APQGTRMF,JPBRUTWP,5410207
BTMOEMEP,RAWUKQMJ,4115550
XIIEJNEE,BUZIIBYG,14080705
EVBVXETX,IGDVVKUD,6995
BTMOEMEP,ANWUJOKX,2
SAHWCZNH,XIFHSOWQ,51404
WBLJNPZQ,PYZMVUWD,1521
LTOYKIML,VUAFAIYJ,814372
BSRMSVTC,JBVHSUWY,277606
LRVGFDFM,DBWLZWNK,119285
LPHPPJUG,DDEXPPXU,10577
KFQSHBNH,ELQGMQWE,506421
LPHPPJUG,FQCLOEXA,1816437
XUOIQPFL,DBWLZWNK,120537
QVLMOEYE,RCBZUSIM,24915
EVBVXETX,KJNSOAHR,10945277
LRVGFDFM,IGDVVKUD,6627
BTMOEMEP,UGEQLMXM,86577
FCYBOAXC,VUAFAIYJ,794127
ATLDMDBO,VBYCLTYZ,350998
QRKRBYJL,VBYCLTYZ,342818
QRKRBYJL,UIFPPCLR,50186
OKMBFVKS,UIFPPCLR,50897
SDWAYPIK,DBWLZWNK,120559
QRKRBYJL,APQGTRMF,6580
UXSPKBJR,APQGTRMF,6613
JPBRUTWP,APQGTRMF,6578
JPBRUTWP,VBYCLTYZ,349076
DBWLZWNK,APQGTRMF,6438
OGAFEHLU,VWMBASNE,109182
LRVGFDFM,UGEQLMXM,86870
UGEQLMXM,QVLMOEYE,977863
BUZIIBYG,FRHNWLNI,692920
EVBVXETX,FRHNWLNI,693318
CCLHWFWF,OGAFEHLU,3
FITUEHWN,SAAYMURU,16621
KJNSOAHR,RJCAXSGH,4801556
HXYSSRXE,KEUWZRKO,317061
LUENUFGA,VWMBASNE,115803
GKQIJYDH,ZXERAXWP,12364
ZKENOUDA,MBSBZBXA,4874169
JPBRUTWP,WBLJNPZQ,140887
VBYCLTYZ,BLANHGYY,6581
QVLMOEYE,OKMBFVKS,1813780
ATLDMDBO,WBLJNPZQ,139975
ATLDMDBO,UXSPKBJR,370290
EVBVXETX,NZKBIBNU,222723
BEZYMBBT,APQGTRMF,6616
SDWAYPIK,UIFPPCLR,50514
ZGJXVMNI,RJGPVEXX,574744
SDWAYPIK,VBYCLTYZ,349989
QVLMOEYE,APQGTRMF,6593
GYHKIVQT,APQGTRMF,6633
DNMPSKTB,DBWLZWNK,122249
DNMPSKTB,APQGTRMF,6637
NZKBIBNU,FRHNWLNI,695786
BJALXPFS,DNMPSKTB,5031737
OGAFEHLU,UGEQLMXM,86491
XUOIQPFL,WBLJNPZQ,140462
WPQXWHYO,NZKBIBNU,218559
WBLJNPZQ,RJGPVEXX,583157
QRKRBYJL,UXSPKBJR,362641
FDXPMYGF,CCLHWFWF,10673898
UXSPKBJR,DBWLZWNK,119431
RJGPVEXX,VUAFAIYJ,822084
ANWUJOKX,WQMVCOEM,9434
BTMOEMEP,WQMVCOEM,11692
BLANHGYY,AXULOHBQ,58105
CCLHWFWF,LRVGFDFM,7179739
SAAYMURU,MBSBZBXA,4804042
XMKRPGLB,ROACSLMG,2218149
QVLMOEYE,FRHNWLNI,703983
RCBZUSIM,ATLDMDBO,36351117
KEUWZRKO,SAHWCZNH,2125246
GYHKIVQT,QVLMOEYE,995100
OKMBFVKS,WBLJNPZQ,141094
QRKRBYJL,OGAFEHLU,2
QRKRBYJL,FRHNWLNI,707258
DBWLZWNK,UXSPKBJR,372585
SDWAYPIK,UXSPKBJR,367243
CCLHWFWF,LTOYKIML,333765
WBLJNPZQ,OGAFEHLU,2
VWMBASNE,LRVGFDFM,7034693
AANGBULD,VUAFAIYJ,782259
QVLMOEYE,SDWAYPIK,5270943
WBLJNPZQ,CCLHWFWF,10554316
HXYSSRXE,VWMBASNE,115665
QVLMOEYE,VWMBASNE,116616
BSRMSVTC,PLMZALFA,2
APQGTRMF,RCBZUSIM,24673
BTMOEMEP,OGAFEHLU,3
ELQGMQWE,UIFPPCLR,52073
UIFPPCLR,ELQGMQWE,518764
VWMBASNE,CCLHWFWF,10309164
AHMDUILJ,HXYSSRXE,4928536
BTMOEMEP,APQGTRMF,6679
QVLMOEYE,BTMOEMEP,8822170
ZKENOUDA,AANGBULD,379650
XUOIQPFL,RAWUKQMJ,4070247
BSRMSVTC,KEUWZRKO,315106
LLHREMKS,QKXNTIIB,1308150
KAGJCHMR,GKQIJYDH,5753331
RJCAXSGH,ZKENOUDA,311305
QRKRBYJL,QVLMOEYE,986437
VBYCLTYZ,QVLMOEYE,976381
UIFPPCLR,QVLMOEYE,1017448
JPBRUTWP,QVLMOEYE,995937
APQGTRMF,OKMBFVKS,1816544
OGAFEHLU,OKMBFVKS,1770823
SDWAYPIK,LRVGFDFM,6989070
SDWAYPIK,QVLMOEYE,983875
OKMBFVKS,QVLMOEYE,1015908
CCLHWFWF,FCYBOAXC,96668276
AXULOHBQ,FDXPMYGF,2908
OJIFIHMZ,FTSVTTSR,204385
HXYSSRXE,PYZMVUWD,1212
IGDVVKUD,UXSPKBJR,359745
BTMOEMEP,XUOIQPFL,2384245
ATLDMDBO,QRKRBYJL,2438630
JPBRUTWP,ATLDMDBO,36833284
GYHKIVQT,BEZYMBBT,3230089
QVLMOEYE,JPBRUTWP,5453580
VBYCLTYZ,JPBRUTWP,5412461
LRVGFDFM,SDWAYPIK,5255361
VBYCLTYZ,SDWAYPIK,5256826
XUOIQPFL,DNMPSKTB,5026641
UXSPKBJR,DNMPSKTB,5073701
OKMBFVKS,GYHKIVQT,13806792
RJGPVEXX,WPQXWHYO,10583386
QRKRBYJL,GYHKIVQT,13635988
ROACSLMG,ATLDMDBO,37064330
JPBRUTWP,OKMBFVKS,1802944
BTMOEMEP,SDWAYPIK,5220782
UXSPKBJR,SDWAYPIK,5248892
DNMPSKTB,JPBRUTWP,5451314
SDWAYPIK,BTMOEMEP,8869510
QRKRBYJL,SDWAYPIK,5155232
QRKRBYJL,BTMOEMEP,8869510
DNMPSKTB,XUOIQPFL,2405535
DBWLZWNK,GYHKIVQT,13828805
QRKRBYJL,OKMBFVKS,1794371
QVLMOEYE,BEZYMBBT,3297409
RAWUKQMJ,HXYSSRXE,4860592
QRKRBYJL,JPBRUTWP,5444411
VWMBASNE,MIRCVAMV,10640
HXYSSRXE,OGAFEHLU,2
VUAFAIYJ,CCLHWFWF,10561820
UGEQLMXM,DBWLZWNK,118623
SAHWCZNH,RJGPVEXX,586681
KEUWZRKO,TANNMIMB,2
KJNSOAHR,GKQIJYDH,5700040
LSOIUSXD,VWMBASNE,113135
AXULOHBQ,BSRMSVTC,206362
ANWUJOKX,RAWUKQMJ,4042209
VUAFAIYJ,RJCAXSGH,4753698
WBLJNPZQ,XUOIQPFL,2439188
DBWLZWNK,QRKRBYJL,2543236
VBYCLTYZ,QRKRBYJL,2486165
JPBRUTWP,VWMBASNE,111712
UGEQLMXM,ANWUJOKX,2
GYHKIVQT,ATLDMDBO,36583303
WBLJNPZQ,OKMBFVKS,1811953
WBLJNPZQ,RAWUKQMJ,4186054
XUOIQPFL,BEZYMBBT,3296387
DBWLZWNK,JPBRUTWP,5457550
ROACSLMG,JPBRUTWP,5489354
DEWLVASR,ZCELVYQU,22617
ANWUJOKX,HXYSSRXE,4748907
QRKRBYJL,LRVGFDFM,7199584
QRKRBYJL,BSRMSVTC,209466
EVBVXETX,FQCLOEXA,1810296
KJNSOAHR,QVLMOEYE,997324
XUOIQPFL,QVLMOEYE,981505
BTMOEMEP,LRVGFDFM,7028647
GYHKIVQT,XUOIQPFL,2400682
RAWUKQMJ,GYHKIVQT,13904247
JPBRUTWP,HXYSSRXE,4893996
XUOIQPFL,ATLDMDBO,36854359
VBYCLTYZ,ATLDMDBO,35996381
SDWAYPIK,OKMBFVKS,1806876
UIFPPCLR,ATLDMDBO,36819552
JPBRUTWP,BEZYMBBT,3293757
WPQXWHYO,EVBVXETX,4939956
DNMPSKTB,XIIEJNEE,22062
QRKRBYJL,ATLDMDBO,36277832
BEZYMBBT,RAWUKQMJ,4186166
NZKBIBNU,EVBVXETX,4979975
OKMBFVKS,BEZYMBBT,3301762
VBYCLTYZ,BEZYMBBT,3263368
SDWAYPIK,GYHKIVQT,13652247
SDWAYPIK,JPBRUTWP,5468779
VBYCLTYZ,WBLJNPZQ,141491
SAHWCZNH,WPQXWHYO,10550272
JPBRUTWP,SDWAYPIK,5302872
ATLDMDBO,XUOIQPFL,2392387
SDWAYPIK,QRKRBYJL,2495014
QVLMOEYE,ATLDMDBO,36955045
HXYSSRXE,XUOIQPFL,2432570
JPBRUTWP,OGAFEHLU,4
QRKRBYJL,ANWUJOKX,2
BTMOEMEP,OXKURKXR,101236
ATLDMDBO,IGDVVKUD,6207
SDWAYPIK,UGEQLMXM,87523
