leading_item_id,following_item_id,value
ELQGMQWE,KFQSHBNH,10301421
UGEQLMXM,VBYCLTYZ,351256
QVLMOEYE,VBYCLTYZ,350625
UIFPPCLR,UXSPKBJR,441104
DBWLZWNK,VBYCLTYZ,349677
XIFHSOWQ,VWMBASNE,101568
UGEQLMXM,OGAFEHLU,37020
VBYCLTYZ,UXSPKBJR,439463
VMAQSTJE,KEUWZRKO,341650
VWMBASNE,WBLJNPZQ,141633
VBYCLTYZ,IGDVVKUD,18003
SDWAYPIK,OGAFEHLU,36156
BTMOEMEP,UXSPKBJR,440349
DBWLZWNK,QVLMOEYE,1236764
DNMPSKTB,LRVGFDFM,4830390
ATLDMDBO,LRVGFDFM,4830390
WBLJNPZQ,QRKRBYJL,2766690
WBLJNPZQ,ATLDMDBO,34650600
WBLJNPZQ,LRVGFDFM,4808304
UIFPPCLR,GYHKIVQT,23569104
QVLMOEYE,UXSPKBJR,440349
XIIEJNEE,QVLMOEYE,1238404
BTMOEMEP,DBWLZWNK,160383
XIFHSOWQ,SAHWCZNH,2060192
SAHWCZNH,KEUWZRKO,341781
LSOIUSXD,VUAFAIYJ,786223
IGDVVKUD,VBYCLTYZ,350432
APQGTRMF,UIFPPCLR,94403
XIIEJNEE,VBYCLTYZ,351318
JERHKLYW,QKXNTIIB,3290506
MIRCVAMV,CCLHWFWF,15014204
PLMZALFA,LUENUFGA,4029998
ELQGMQWE,FQCLOEXA,2020718
OGAFEHLU,DBWLZWNK,163938
UXSPKBJR,IGDVVKUD,19620
DNMPSKTB,OGAFEHLU,36156
LRVGFDFM,OGAFEHLU,36156
LSOIUSXD,QVLMOEYE,1238404
DBWLZWNK,ANWUJOKX,46676
VWMBASNE,XIPPENFQ,93144
XUOIQPFL,OXKURKXR,136387
LUENUFGA,XIFHSOWQ,92867
VBYCLTYZ,BTMOEMEP,10949217
BSRMSVTC,LUENUFGA,3979535
EVBVXETX,WPQXWHYO,11125421
ANWUJOKX,QVLMOEYE,1245657
GIKPEWTY,CCLHWFWF,15087878
WBLJNPZQ,PYZMVUWD,20431
ELQGMQWE,AANGBULD,359663
ELQGMQWE,ZKENOUDA,348074
AHMDUILJ,DUCMGGNW,898616
BSRMSVTC,XUOIQPFL,3007914
KEUWZRKO,XIFHSOWQ,92805
UXSPKBJR,WQMVCOEM,131937
WBLJNPZQ,JPBRUTWP,5427179
HXYSSRXE,BSRMSVTC,283176
WPQXWHYO,RJGPVEXX,682922
XUOIQPFL,OGAFEHLU,45190
XUOIQPFL,LRVGFDFM,4738398
LPHPPJUG,DDEXPPXU,0
TANNMIMB,VWMBASNE,101630
KFQSHBNH,RJCAXSGH,4942288
BSRMSVTC,OGAFEHLU,36156
UGEQLMXM,LSOIUSXD,204747
VMAQSTJE,PYZMVUWD,18696
QJQJSWFU,SDWAYPIK,5274452
BSRMSVTC,UIFPPCLR,92824
XIIEJNEE,ROACSLMG,2310024
BSRMSVTC,JBVHSUWY,316341
HXYSSRXE,RAWUKQMJ,4295897
LRVGFDFM,XUOIQPFL,3004124
HXYSSRXE,JPBRUTWP,5411586
OXKURKXR,LTOYKIML,403951
VBYCLTYZ,APQGTRMF,56403
UIFPPCLR,ANWUJOKX,36849
AXULOHBQ,BJALXPFS,139683
APQGTRMF,JPBRUTWP,5449913
QSDCUCLB,OGAFEHLU,36849
KFQSHBNH,ELQGMQWE,581129
RJCAXSGH,ELQGMQWE,581129
RJCAXSGH,KFQSHBNH,10285828
UGEQLMXM,QVLMOEYE,1238343
VBYCLTYZ,BLANHGYY,44392
RJGPVEXX,AANGBULD,359725
BSRMSVTC,XIFHSOWQ,91981
EVBVXETX,IGDVVKUD,19611
SAHWCZNH,XIFHSOWQ,92805
BTMOEMEP,ANWUJOKX,45190
LRVGFDFM,UGEQLMXM,221904
ELQGMQWE,RJCAXSGH,4945193
UGEQLMXM,BTMOEMEP,10944184
LUENUFGA,SAHWCZNH,2059499
XIIEJNEE,BUZIIBYG,14642313
QVLMOEYE,RCBZUSIM,33189
BEZYMBBT,DBWLZWNK,160445
EVBVXETX,KJNSOAHR,11727096
OGAFEHLU,LRVGFDFM,4925333
BJALXPFS,DNMPSKTB,5211278
BTMOEMEP,UGEQLMXM,221904
LRVGFDFM,IGDVVKUD,19611
UIFPPCLR,VBYCLTYZ,351318
BTMOEMEP,RAWUKQMJ,4298802
QSDCUCLB,LRVGFDFM,4944976
BSRMSVTC,VMAQSTJE,58692
LTOYKIML,VUAFAIYJ,785530
VUAFAIYJ,KFQSHBNH,10301421
ROACSLMG,IGDVVKUD,18889
WBLJNPZQ,PLMZALFA,36156
GKQIJYDH,RJCAXSGH,4945193
OGAFEHLU,FCYBOAXC,112821896
ATLDMDBO,UXSPKBJR,440349
FITUEHWN,SAAYMURU,43719
ANWUJOKX,WQMVCOEM,131772
FDXPMYGF,HXYSSRXE,3722000
GKQIJYDH,ZXERAXWP,42140
GYHKIVQT,RCBZUSIM,32467
UGEQLMXM,SDWAYPIK,5274452
RCBZUSIM,ATLDMDBO,34650600
TGOELCAG,KEUWZRKO,341843
FDXPMYGF,BSRMSVTC,283870
JSLXRQOK,NAQIHUKZ,35963
UGEQLMXM,IGDVVKUD,19582
BLANHGYY,AXULOHBQ,98627
BLANHGYY,FDXPMYGF,32592
ZKENOUDA,AANGBULD,359663
OKMBFVKS,UIFPPCLR,93648
JPBRUTWP,APQGTRMF,55539
ATLDMDBO,VBYCLTYZ,350563
DBWLZWNK,APQGTRMF,54653
QRKRBYJL,UIFPPCLR,93648
QRKRBYJL,VBYCLTYZ,350563
JPBRUTWP,VBYCLTYZ,350563
SDWAYPIK,DBWLZWNK,160383
QRKRBYJL,APQGTRMF,55530
KJNSOAHR,RJCAXSGH,4942288
UXSPKBJR,APQGTRMF,55530
CCLHWFWF,LRVGFDFM,4738398
TANNMIMB,KEUWZRKO,349850
OGAFEHLU,VWMBASNE,101568
ANWUJOKX,APQGTRMF,56232
LRVGFDFM,QSDCUCLB,35954
LLHREMKS,ELQGMQWE,580305
NZKBIBNU,FRHNWLNI,795060
JERHKLYW,TANNMIMB,36849
PLMZALFA,OGAFEHLU,36849
AHMDUILJ,UXSPKBJR,441104
OGAFEHLU,UGEQLMXM,221773
WBLJNPZQ,BSRMSVTC,283870
LPHPPJUG,FQCLOEXA,2020718
FDXPMYGF,CCLHWFWF,15014204
XUOIQPFL,DBWLZWNK,160383
LRVGFDFM,DBWLZWNK,160383
ZCELVYQU,KFQSHBNH,10301421
FDXPMYGF,OGAFEHLU,36849
VWMBASNE,LRVGFDFM,4738398
ATLDMDBO,BTMOEMEP,10709554
QVLMOEYE,QRKRBYJL,2768900
ATLDMDBO,WBLJNPZQ,142457
DBWLZWNK,LRVGFDFM,4937026
XUOIQPFL,ANWUJOKX,36156
CCLHWFWF,LSOIUSXD,203883
LUENUFGA,MIRCVAMV,58003
BTMOEMEP,RCBZUSIM,32467
XMKRPGLB,ROACSLMG,2308445
UGEQLMXM,ANWUJOKX,45883
AXULOHBQ,FDXPMYGF,34009
DNMPSKTB,APQGTRMF,55530
DNMPSKTB,DBWLZWNK,160383
SDWAYPIK,VBYCLTYZ,350563
BEZYMBBT,APQGTRMF,55530
EVBVXETX,NZKBIBNU,263559
QVLMOEYE,APQGTRMF,55530
ZGJXVMNI,RJGPVEXX,682860
SDWAYPIK,UIFPPCLR,93648
GYHKIVQT,APQGTRMF,55530
KAGJCHMR,GKQIJYDH,5314535
BTMOEMEP,WQMVCOEM,131079
IGDVVKUD,ROACSLMG,2309138
BTMOEMEP,XIIEJNEE,66962
OJIFIHMZ,FTSVTTSR,492819
DEWLVASR,ZCELVYQU,136368
APQGTRMF,RCBZUSIM,33161
OGAFEHLU,UIFPPCLR,93518
WBLJNPZQ,OGAFEHLU,45190
BSRMSVTC,PLMZALFA,36156
RJCAXSGH,ZKENOUDA,348074
BUZIIBYG,FRHNWLNI,795122
