leading_item_id,following_item_id,value
JBVHSUWY,ATLDMDBO,35665778
EVBVXETX,FWUCPMMW,3651
EVBVXETX,AXULOHBQ,75858
PYZMVUWD,APQGTRMF,20855
BTMOEMEP,AXULOHBQ,77006
APQGTRMF,DBWLZWNK,128557
OGAFEHLU,VBYCLTYZ,334387
BSRMSVTC,XIPPENFQ,61663
WBLJNPZQ,OXKURKXR,87624
BTMOEMEP,OXKURKXR,87400
ROACSLMG,AXULOHBQ,71221
RAWUKQMJ,LUENUFGA,3596309
DEWLVASR,RJGPVEXX,580949
UXSPKBJR,AXULOHBQ,77453
KEUWZRKO,FQCLOEXA,1982172
GYHKIVQT,LUENUFGA,3592733
VBYCLTYZ,RJGPVEXX,602097
ZGJXVMNI,ZKENOUDA,314092
SUOYXCHP,PYZMVUWD,1123
PYZMVUWD,QRKRBYJL,2335940
RCBZUSIM,QVLMOEYE,1055689
NZKBIBNU,ZXERAXWP,18234
SUOYXCHP,DNMPSKTB,4723628
ZKENOUDA,FDXPMYGF,2694
WQMVCOEM,FRHNWLNI,908503
QVLMOEYE,BTMOEMEP,9507235
KEUWZRKO,KAGJCHMR,2765
HCDTGMST,LPHPPJUG,1274796
WBLJNPZQ,JPBRUTWP,5386633
PYZMVUWD,SDWAYPIK,5308470
DEWLVASR,ELQGMQWE,477165
RCBZUSIM,EVBVXETX,5015774
RAWUKQMJ,QRKRBYJL,2297325
XUOIQPFL,PYZMVUWD,1168
ZKENOUDA,ELQGMQWE,477860
OGAFEHLU,VWMBASNE,92140
OXKURKXR,SNHYOVBM,329445
NZKBIBNU,KEUWZRKO,307680
FTSVTTSR,ZXERAXWP,18866
WPQXWHYO,FITUEHWN,80809
UIFPPCLR,DBWLZWNK,132149
KAGJCHMR,RJGPVEXX,586028
AANGBULD,VMAQSTJE,23028
EVBVXETX,ATLDMDBO,35737410
ELQGMQWE,RJCAXSGH,4694625
VWMBASNE,BJALXPFS,139450
WPQXWHYO,AANGBULD,267051
DNMPSKTB,OKMBFVKS,1732570
BSRMSVTC,VMAQSTJE,21036
KEUWZRKO,XIPPENFQ,61528
XIPPENFQ,AANGBULD,263881
OXKURKXR,AXULOHBQ,77828
JBVHSUWY,DBWLZWNK,132447
VBYCLTYZ,OKMBFVKS,1741887
APQGTRMF,GYHKIVQT,18817730
UGEQLMXM,BEZYMBBT,3127525
SUOYXCHP,FRHNWLNI,884426
ZKENOUDA,LPHPPJUG,1256495
GKQIJYDH,EVBVXETX,5142659
WPQXWHYO,AXULOHBQ,72077
FQCLOEXA,UQYUIVVR,3691074
KEUWZRKO,RJGPVEXX,573488
LRVGFDFM,BSRMSVTC,204383
FTSVTTSR,RCBZUSIM,18806
SAHWCZNH,LUENUFGA,3627611
MBSBZBXA,ZKENOUDA,312018
UXSPKBJR,HCDTGMST,13859
ATLDMDBO,PYZMVUWD,1097
RJGPVEXX,NZKBIBNU,203185
EVBVXETX,BSRMSVTC,201290
APQGTRMF,AXULOHBQ,73650
FITUEHWN,PYZMVUWD,1193
LRVGFDFM,SDWAYPIK,5172586
LPHPPJUG,KJNSOAHR,10577680
QJQJSWFU,RAWUKQMJ,3660293
VBYCLTYZ,HXYSSRXE,4774776
EVBVXETX,UGEQLMXM,150098
BTMOEMEP,DNMPSKTB,4986209
LRVGFDFM,BTMOEMEP,9281743
XUOIQPFL,DUCMGGNW,617125
ZGJXVMNI,FITUEHWN,86874
SAAYMURU,MBSBZBXA,4294899
QRKRBYJL,APQGTRMF,19626
JPBRUTWP,ZXERAXWP,17238
VBYCLTYZ,ATLDMDBO,36611586
AXULOHBQ,XIPPENFQ,61366
UIFPPCLR,XUOIQPFL,2507062
WHPUAOID,DJBLNPNC,222
ATLDMDBO,JPBRUTWP,5434354
SUOYXCHP,SDWAYPIK,5336034
ELQGMQWE,FQCLOEXA,1951727
SDWAYPIK,BSRMSVTC,205719
VBYCLTYZ,BTMOEMEP,9173913
OGAFEHLU,HXYSSRXE,5105250
JPBRUTWP,DNMPSKTB,4970551
ZGJXVMNI,RAWUKQMJ,3656124
VBYCLTYZ,BSRMSVTC,207525
RJGPVEXX,XIPPENFQ,61488
ZCELVYQU,UGEQLMXM,147348
RJGPVEXX,XUOIQPFL,2497328
