leading_item_id,following_item_id,value
JBVHSUWY,ATLDMDBO,39552668
EVBVXETX,FWUCPMMW,3656
EVBVXETX,AXULOHBQ,69306
PYZMVUWD,APQGTRMF,23164
BTMOEMEP,AXULOHBQ,71600
APQGTRMF,DBWLZWNK,140731
OGAFEHLU,VBYCLTYZ,303118
BSRMSVTC,XIPPENFQ,63969
WBLJNPZQ,OXKURKXR,89995
BTMOEMEP,OXKURKXR,90610
ROACSLMG,AXULOHBQ,67937
RAWUKQMJ,LUENUFGA,3516067
DEWLVASR,RJGPVEXX,515970
UXSPKBJR,AXULOHBQ,71038
KEUWZRKO,FQCLOEXA,1800615
GYHKIVQT,LUENUFGA,3532154
VBYCLTYZ,RJGPVEXX,533467
ZGJXVMNI,ZKENOUDA,307483
SUOYXCHP,PYZMVUWD,1032
PYZMVUWD,QRKRBYJL,2271915
RCBZUSIM,QVLMOEYE,1070831
NZKBIBNU,ZXERAXWP,18756
SUOYXCHP,DNMPSKTB,4936412
ZKENOUDA,FDXPMYGF,2520
WQMVCOEM,FRHNWLNI,864991
QVLMOEYE,BTMOEMEP,8746355
KEUWZRKO,KAGJCHMR,2739
HCDTGMST,LPHPPJUG,1113009
WBLJNPZQ,JPBRUTWP,5385055
PYZMVUWD,SDWAYPIK,5362787
DEWLVASR,ELQGMQWE,493747
RCBZUSIM,EVBVXETX,5028920
RAWUKQMJ,QRKRBYJL,2201837
XUOIQPFL,PYZMVUWD,1063
ZKENOUDA,ELQGMQWE,495037
OGAFEHLU,VWMBASNE,118024
OXKURKXR,SNHYOVBM,321385
NZKBIBNU,KEUWZRKO,302409
FTSVTTSR,ZXERAXWP,19735
WPQXWHYO,FITUEHWN,74162
UIFPPCLR,DBWLZWNK,140778
KAGJCHMR,RJGPVEXX,524498
AANGBULD,VMAQSTJE,22452
EVBVXETX,ATLDMDBO,40354357
ELQGMQWE,RJCAXSGH,4730956
VWMBASNE,BJALXPFS,139263
WPQXWHYO,AANGBULD,299810
DNMPSKTB,OKMBFVKS,1818503
BSRMSVTC,VMAQSTJE,19790
KEUWZRKO,XIPPENFQ,66168
XIPPENFQ,AANGBULD,289564
OXKURKXR,AXULOHBQ,72459
JBVHSUWY,DBWLZWNK,142163
VBYCLTYZ,OKMBFVKS,1833253
APQGTRMF,GYHKIVQT,16138645
UGEQLMXM,BEZYMBBT,3304029
SUOYXCHP,FRHNWLNI,824238
ZKENOUDA,LPHPPJUG,1087037
GKQIJYDH,EVBVXETX,5201927
WPQXWHYO,AXULOHBQ,65904
FQCLOEXA,UQYUIVVR,4148630
KEUWZRKO,RJGPVEXX,504883
LRVGFDFM,BSRMSVTC,188739
FTSVTTSR,RCBZUSIM,8198
SAHWCZNH,LUENUFGA,3557574
MBSBZBXA,ZKENOUDA,296488
UXSPKBJR,HCDTGMST,14430
ATLDMDBO,PYZMVUWD,1012
RJGPVEXX,NZKBIBNU,193693
EVBVXETX,BSRMSVTC,186045
APQGTRMF,AXULOHBQ,70094
FITUEHWN,PYZMVUWD,1052
LRVGFDFM,SDWAYPIK,5133431
LPHPPJUG,KJNSOAHR,10313659
QJQJSWFU,RAWUKQMJ,3636475
VBYCLTYZ,HXYSSRXE,4936372
EVBVXETX,UGEQLMXM,60635
BTMOEMEP,DNMPSKTB,4944404
LRVGFDFM,BTMOEMEP,8115393
XUOIQPFL,DUCMGGNW,668350
ZGJXVMNI,FITUEHWN,78301
SAAYMURU,MBSBZBXA,4876773
QRKRBYJL,APQGTRMF,16771
JPBRUTWP,ZXERAXWP,23683
VBYCLTYZ,ATLDMDBO,41048274
AXULOHBQ,XIPPENFQ,62022
UIFPPCLR,XUOIQPFL,2493091
WHPUAOID,DJBLNPNC,250
ATLDMDBO,JPBRUTWP,5318613
SUOYXCHP,SDWAYPIK,5306620
ELQGMQWE,FQCLOEXA,1786551
SDWAYPIK,BSRMSVTC,186011
VBYCLTYZ,BTMOEMEP,7782811
OGAFEHLU,HXYSSRXE,5266248
JPBRUTWP,DNMPSKTB,4891689
ZGJXVMNI,RAWUKQMJ,3630017
VBYCLTYZ,BSRMSVTC,190865
RJGPVEXX,XIPPENFQ,63993
ZCELVYQU,UGEQLMXM,59000
RJGPVEXX,XUOIQPFL,2497730
LPHPPJUG,WPQXWHYO,11155987
SAHWCZNH,BUZIIBYG,14101960
LPHPPJUG,ELQGMQWE,490274
DUCMGGNW,FITUEHWN,80687
NZKBIBNU,FITUEHWN,75428
KAGJCHMR,FQCLOEXA,1825094
SAAYMURU,XIPPENFQ,58166
EVBVXETX,HXYSSRXE,4861369
APQGTRMF,UGEQLMXM,60345
LRVGFDFM,RCBZUSIM,8440
QRKRBYJL,BSRMSVTC,187336
XIPPENFQ,JERHKLYW,10536
AANGBULD,EVBVXETX,5129252
QVLMOEYE,QRKRBYJL,2226736
RCBZUSIM,WBLJNPZQ,137252
XUOIQPFL,HXYSSRXE,4977623
JERHKLYW,JBVHSUWY,266244
VBYCLTYZ,RAWUKQMJ,3624766
EVBVXETX,BJALXPFS,138186
XUOIQPFL,SDWAYPIK,5239692
HXYSSRXE,UGEQLMXM,59610
AANGBULD,WPQXWHYO,11333095
KEUWZRKO,XIFHSOWQ,44883
ATLDMDBO,UXSPKBJR,376682
WHPUAOID,LTOYKIML,325493
OKMBFVKS,FDXPMYGF,2422
SDWAYPIK,LUENUFGA,3538297
GYHKIVQT,ZXERAXWP,22995
BTMOEMEP,WBLJNPZQ,134345
RCBZUSIM,BUZIIBYG,14217319
JPBRUTWP,WBLJNPZQ,136912
SUOYXCHP,OXKURKXR,88181
RAWUKQMJ,BSRMSVTC,182670
QVLMOEYE,LSOIUSXD,116116
LUENUFGA,WPQXWHYO,11202632
XUOIQPFL,DBWLZWNK,143898
FQCLOEXA,ZXERAXWP,22015
VBYCLTYZ,TGOELCAG,162303
AXULOHBQ,IGDVVKUD,6542
WBLJNPZQ,AXULOHBQ,71431
LRVGFDFM,DNMPSKTB,4935314
HXYSSRXE,VWMBASNE,115923
RAWUKQMJ,KEUWZRKO,297954
JBVHSUWY,RJCAXSGH,4891715
BEZYMBBT,DBWLZWNK,146749
DUCMGGNW,WHPUAOID,19172
